title,genre,production_company,actors,description,votes,reviews_from_users,reviews_from_critics,director,weighted_average,IMDb Score,Information,title_lower
,"Horror, Mystery",DreamWorks,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox, Jane Alexander, Lindsay Frost, Amber Tamblyn, Rachael Bella, Daveigh Chase, Shannon Cochran, Sandra Thigpen, Richard Lineback, Sasha Barrese, Tess Hall, Adam Brody",A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.,304094,1638.0,290.0,Gore Verbinski,7.011249229621516,7.1,"A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.Naomi Watts Martin Henderson David DorfmanHorror, MysteryGore Verbinski",the ring
Flight,Adventure,Columbia Pictures,"Jack Holt, Lila Lee, Ralph Graves, Alan Roscoe, Harold Goodwin, Jimmy De La Cruze",A Marine flyer and his flight school mentor fall for the same beautiful nurse.,221,12.0,3.0,,6.096133550845451,6.0,A Marine flyer and his flight school mentor fall for the same beautiful nurse.Jack Holt Lila Lee Ralph GravesAdventurenan,flight
,"Drama, Thriller",Paramount Pictures,"Nadine Velazquez, Denzel Washington, Carter Cabassa, Adam C. Edwards, Tamara Tunie, Brian Geraghty, Kelly Reilly, Conor O'Neill, Charlie E. Schmidt, Will Sherrod, Boni Yanagisawa, Adam Tomei, Dane Davenport, John Crow, Bruce Greenwood","An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.",308181,548.0,452.0,,7.194843017169426,7.3,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling.Nadine Velazquez Denzel Washington Carter CabassaDrama, Thrillernan",flight
Thunderbolt,"Crime, Drama, Film-Noir",Paramount Pictures,"George Bancroft, Fay Wray, Richard Arlen, Tully Marshall, Eugenie Besserer, James Spottswood, Robert Elliott, Fred Kohler, E.H. Calvert, George Irving, Mike Donlin, S.S. Stewart, William L. Thorne","A criminal known as Thunderbolt is imprisoned and facing execution. Into the next cell is placed Bob Moran, an innocent man who has been framed and who is in love with Thunderbolt's girl. ...",474,8.0,12.0,"William Wyler, John Sturges",6.104805946629136,6.6,"A criminal known as Thunderbolt is imprisoned and facing execution. Into the next cell is placed Bob Moran, an innocent man who has been framed and who is in love with Thunderbolt's girl. ...George Bancroft Fay Wray Richard ArlenCrime, Drama, Film-NoirWilliam Wyler, John Sturges",thunderbolt
Redemption,Drama,Metro-Goldwyn-Mayer (MGM),"John Gilbert, Renée Adorée, Conrad Nagel, Eleanor Boardman, Claire McDowell, Nigel De Brulier, Tully Marshall, Mack Swain, Erville Alderson, George Spelvin, Sidney Bracey, Richard Alexander, Charles Quatermaine, Agostino Borgato","Fedya wins Lisa away from her fiance, Victor Karenin. But after Fedya weds Lisa, he becomes infatuated with a gypsy girl, Masha. His duplicity leads to tragedy.",476,8.0,3.0,,6.090554779223589,5.7,"Fedya wins Lisa away from her fiance, Victor Karenin. But after Fedya weds Lisa, he becomes infatuated with a gypsy girl, Masha. His duplicity leads to tragedy.John Gilbert Renée Adorée Conrad NagelDramanan",redemption
,"Adventure, Drama, Romance",Knightsbridge Theatre Films,"Derek Burke, July Smith, Adam Chambers, Shaina Vorspan, Marco Neves, Aníbal Silveyra, Allana Barton, Kelly Boczek, Adam Dlugolecki, Charlie Guillen, Amanda Vermillion","1865, the American Civil War has just ended. The last remaining members of a now destitute Southern family journey to California. The guilt and scars they carry from the war are deeper and ...",101,,,,6.088338358555469,3.6,"1865, the American Civil War has just ended. The last remaining members of a now destitute Southern family journey to California. The guilt and scars they carry from the war are deeper and ...Derek Burke July Smith Adam ChambersAdventure, Drama, Romancenan",redemption
Iron Man,Drama,Universal Pictures,"Lew Ayres, Robert Armstrong, Jean Harlow, John Miljan, Edward Dillon, Mike Donlin, Morrie Cohan, Mary Doran, Mildred Van Dorn, Ned Sparks, Sammy Blum",Prizefighter Mason loses his opening fight so wife Rose leaves him for Hollywood. Without her around Mason trains and starts winning. Rose comes back and wants Mason to dump his manager Regan and replace him with her secret lover Lewis.,181,13.0,6.0,,6.0968725458021735,6.1,Prizefighter Mason loses his opening fight so wife Rose leaves him for Hollywood. Without her around Mason trains and starts winning. Rose comes back and wants Mason to dump his manager Regan and replace him with her secret lover Lewis.Lew Ayres Robert Armstrong Jean HarlowDramanan,iron man
,"Drama, Film-Noir, Sport",Universal International Pictures (UI),"Jeff Chandler, Evelyn Keyes, Stephen McNally, Rock Hudson, Joyce Holden, Jim Backus, James Arness, Steve Martin, George Baxter",An ambitious coal miner is talked into becoming a boxer by his gambler brother.,147,9.0,4.0,,6.098355701689371,6.4,"An ambitious coal miner is talked into becoming a boxer by his gambler brother.Jeff Chandler Evelyn Keyes Stephen McNallyDrama, Film-Noir, Sportnan",iron man
,"Action, Adventure, Sci-Fi",Paramount Pictures,"Robert Downey Jr., Terrence Howard, Jeff Bridges, Gwyneth Paltrow, Leslie Bibb, Shaun Toub, Faran Tahir, Clark Gregg, Bill Smitrovich, Sayed Badreya, Paul Bettany, Jon Favreau, Peter Billingsley, Tim Guinee, Will Lyman","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",887164,1250.0,526.0,,7.841942357255026,7.9,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.Robert Downey Jr. Terrence Howard Jeff BridgesAction, Adventure, Sci-Finan",iron man
The Mummy,"Fantasy, Horror",Universal Pictures,"Boris Karloff, Zita Johann, David Manners, Arthur Byron, Edward Van Sloan, Bramwell Fletcher, Noble Johnson, Kathryn Byron, Leonard Mudie, James Crane, Henry Victor, Arnold Gray",A resurrected Egyptian mummy stalks a beautiful woman he believes to be the reincarnation of his lover and bride.,21448,189.0,119.0,,6.519030329623149,7.1,"A resurrected Egyptian mummy stalks a beautiful woman he believes to be the reincarnation of his lover and bride.Boris Karloff Zita Johann David MannersFantasy, Horrornan",the mummy
,"Adventure, Horror",Hammer Films,"Peter Cushing, Christopher Lee, Yvonne Furneaux, Eddie Byrne, Felix Aylmer, Raymond Huntley, George Pastell, Michael Ripper, George Woodbridge, Harold Goodwin, Denis Shaw, Gerald Lawson, Willoughby Gray, John Stuart, David Browning","In 1895, British archaeologists find and open the tomb of Egyptian Princess Ananka with nefarious consequences.",7341,88.0,58.0,,6.236905771475369,6.8,"In 1895, British archaeologists find and open the tomb of Egyptian Princess Ananka with nefarious consequences.Peter Cushing Christopher Lee Yvonne FurneauxAdventure, Horrornan",the mummy
,"Action, Adventure, Fantasy",Universal Pictures,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo, Kevin J. O'Connor, Jonathan Hyde, Oded Fehr, Erick Avari, Stephen Dunham, Corey Johnson, Tuc Watkins, Omid Djalili, Aharon Ipalé, Bernard Fox, Patricia Velasquez","At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreck havoc as he searches for the reincarnation of his long-lost love.",372570,1024.0,120.0,,6.933704216157795,7.0,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreck havoc as he searches for the reincarnation of his long-lost love.Brendan Fraser Rachel Weisz John HannahAction, Adventure, Fantasynan",the mummy
,"Action, Adventure, Fantasy",Universal Pictures,"Tom Cruise, Russell Crowe, Annabelle Wallis, Sofia Boutella, Jake Johnson, Courtney B. Vance, Marwan Kenzari, Simon Atherton, Stephen Thompson, James Arama, Matthew Wilkas, Sohm Kapila, Sean Cameron Michael, Rez Kempton, Erol Ismail","An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",160354,860.0,429.0,,5.5927809591795326,5.5,"An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.Tom Cruise Russell Crowe Annabelle WallisAction, Adventure, Fantasynan",the mummy
Blood Money,"Drama, Film-Noir, Romance",20th Century Pictures,"George Bancroft, Judith Anderson, Frances Dee, Chick Chandler, Blossom Seeley, Etienne Girardot, George Regas","Bill Bailey is a Los Angeles bail bondsman who lives in a world of complete, casual corruption, where all he has to do is pick up the phone to get the charges against a client dismissed. He...",273,16.0,5.0,Vishal Mahadkar,6.10329749681587,6.8,"Bill Bailey is a Los Angeles bail bondsman who lives in a world of complete, casual corruption, where all he has to do is pick up the phone to get the charges against a client dismissed. He...George Bancroft Judith Anderson Frances DeeDrama, Film-Noir, RomanceVishal Mahadkar",blood money
,"Drama, Film-Noir, Romance",20th Century Pictures,"George Bancroft, Judith Anderson, Frances Dee, Chick Chandler, Blossom Seeley, Etienne Girardot, George Regas","Bill Bailey is a Los Angeles bail bondsman who lives in a world of complete, casual corruption, where all he has to do is pick up the phone to get the charges against a client dismissed. He...",273,16.0,5.0,Lucky McKee,6.10329749681587,6.8,"Bill Bailey is a Los Angeles bail bondsman who lives in a world of complete, casual corruption, where all he has to do is pick up the phone to get the charges against a client dismissed. He...George Bancroft Judith Anderson Frances DeeDrama, Film-Noir, RomanceLucky McKee",blood money
,"Crime, Mystery, Thriller",Hit Entertainment,"James Brolin, Billy Drago, Dean Tarrolly, Traci Lords, Sonny Carl Davis, Katherine Armstrong, Bentley Mitchum, Tony Pierce, Alison Moir, Mark Ruffalo, Antony Ponzini, Tom Badal, Jack Serino","Hardened criminal Lester is in prison for armed robbery and murder. When his request for parole is refused, he escapes and hatches a plan for revenge and make him rich. He leads two gang ...",151,4.0,,Vishal Mahadkar,6.081090483265483,3.0,"Hardened criminal Lester is in prison for armed robbery and murder. When his request for parole is refused, he escapes and hatches a plan for revenge and make him rich. He leads two gang ...James Brolin Billy Drago Dean TarrollyCrime, Mystery, ThrillerVishal Mahadkar",blood money
,"Crime, Mystery, Thriller",Hit Entertainment,"James Brolin, Billy Drago, Dean Tarrolly, Traci Lords, Sonny Carl Davis, Katherine Armstrong, Bentley Mitchum, Tony Pierce, Alison Moir, Mark Ruffalo, Antony Ponzini, Tom Badal, Jack Serino","Hardened criminal Lester is in prison for armed robbery and murder. When his request for parole is refused, he escapes and hatches a plan for revenge and make him rich. He leads two gang ...",151,4.0,,Lucky McKee,6.081090483265483,3.0,"Hardened criminal Lester is in prison for armed robbery and murder. When his request for parole is refused, he escapes and hatches a plan for revenge and make him rich. He leads two gang ...James Brolin Billy Drago Dean TarrollyCrime, Mystery, ThrillerLucky McKee",blood money
,"Action, Thriller",Ambrosia Pictures,"Toby Barron, Byron J. Brochmann, Alex Castro, Pauline Egan, Jeronimo Garcia, Masson Ge, Nelson Grande, Nancy Ibarra, Shiga Lin, Chia-Hui Liu, Zheng Liu, Alana Lowes, Brad McMurray, Jason Neibling, Pitbull","A Colombian drugs cartel joins forces with a group of Hong Kong Triads and the hottest Hitman on the planet, to ship two tonnes of cocaine into Australia and China.",532,10.0,8.0,Vishal Mahadkar,6.045563197058311,3.2,"A Colombian drugs cartel joins forces with a group of Hong Kong Triads and the hottest Hitman on the planet, to ship two tonnes of cocaine into Australia and China.Toby Barron Byron J. Brochmann Alex CastroAction, ThrillerVishal Mahadkar",blood money
,"Action, Thriller",Ambrosia Pictures,"Toby Barron, Byron J. Brochmann, Alex Castro, Pauline Egan, Jeronimo Garcia, Masson Ge, Nelson Grande, Nancy Ibarra, Shiga Lin, Chia-Hui Liu, Zheng Liu, Alana Lowes, Brad McMurray, Jason Neibling, Pitbull","A Colombian drugs cartel joins forces with a group of Hong Kong Triads and the hottest Hitman on the planet, to ship two tonnes of cocaine into Australia and China.",532,10.0,8.0,Lucky McKee,6.045563197058311,3.2,"A Colombian drugs cartel joins forces with a group of Hong Kong Triads and the hottest Hitman on the planet, to ship two tonnes of cocaine into Australia and China.Toby Barron Byron J. Brochmann Alex CastroAction, ThrillerLucky McKee",blood money
,"Action, Drama, Thriller",Viacom18 Motion Pictures,"Manish Chaudhary, Kunal Khemu, Amrita Puri, Shekar Shukla, Teeshay, Mia Evonne Uyeda","A young man elopes with the girl he loves and moves to South Africa, where he works in the diamond-exporting business. Slowly, he is pulled into the underworld.",894,9.0,13.0,Vishal Mahadkar,6.0675468770849115,5.1,"A young man elopes with the girl he loves and moves to South Africa, where he works in the diamond-exporting business. Slowly, he is pulled into the underworld.Manish Chaudhary Kunal Khemu Amrita PuriAction, Drama, ThrillerVishal Mahadkar",blood money
,"Action, Drama, Thriller",Viacom18 Motion Pictures,"Manish Chaudhary, Kunal Khemu, Amrita Puri, Shekar Shukla, Teeshay, Mia Evonne Uyeda","A young man elopes with the girl he loves and moves to South Africa, where he works in the diamond-exporting business. Slowly, he is pulled into the underworld.",894,9.0,13.0,Lucky McKee,6.0675468770849115,5.1,"A young man elopes with the girl he loves and moves to South Africa, where he works in the diamond-exporting business. Slowly, he is pulled into the underworld.Manish Chaudhary Kunal Khemu Amrita PuriAction, Drama, ThrillerLucky McKee",blood money
,"Crime, Drama, Thriller",Envision Media Arts,"Ellar Coltrane, Willa Fitzgerald, Jacob Artist, John Cusack, Ned Bellamy, Antonio J Bell, Johanna McGinley","Three friends on a wilderness excursion must outrun a white collar criminal hellbent on retrieving his cash, but soon their greed turns them against each other. A modern re-telling of ...",1736,40.0,14.0,Vishal Mahadkar,6.008148374931218,4.5,"Three friends on a wilderness excursion must outrun a white collar criminal hellbent on retrieving his cash, but soon their greed turns them against each other. A modern re-telling of ...Ellar Coltrane Willa Fitzgerald Jacob ArtistCrime, Drama, ThrillerVishal Mahadkar",blood money
